question_kr,age_kr,gender,pct_sd,pct_d,pct_n,pct_a,pct_sa,keyword_kr
"우리는 사회 제도의 문제를 해결할 수 없으므로, 이를 완전히 허물고 다시 시작해야 한다.",60대,여성,22.5800,36.3200,21.9400,13.0200,6.1400,"구조 백혈구"
"우리는 사회 제도의 문제를 해결할 수 없으므로, 이를 완전히 허물고 다시 시작해야 한다.",70대 이상,여성,14.1300,30.6100,27.1700,21.2300,6.8700,"구조 백혈구"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",20대,남성,1.6500,7.0600,26.4800,30.1100,34.6900,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",30대,남성,2.0800,4.2800,26.8800,38.7000,28.0700,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",40대,남성,0.3800,3.7100,24.4600,45.1000,26.3500,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",50대,남성,0.3400,2.6500,23.6400,43.0900,30.2800,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",60대,남성,4.1600,6.6800,14.4900,36.2800,38.3900,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",70대 이상,남성,1.6900,7.0000,10.9100,49.9700,30.4200,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",20대,여성,0.9200,4.4300,24.6300,47.1500,22.8700,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",30대,여성,0.4400,4.0200,19.4200,42.6900,33.4400,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",40대,여성,0.7900,6.1500,22.1800,47.5400,23.3400,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",50대,여성,0.3400,3.3300,24.5100,47.9900,23.8300,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",60대,여성,1.2100,8.9800,16.0200,43.3300,30.4600,"우열 수용체"
"부정행위를 저지른 사람이 적발되어 처벌받을 때 기분이 좋다.",70대 이상,여성,1.4800,9.3400,15.5900,49.4800,24.1100,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",20대,남성,3.7200,12.4300,24.3200,33.5600,25.9600,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",30대,남성,3.0000,9.8800,29.0100,37.4300,20.6900,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",40대,남성,1.8600,8.5000,26.5900,39.2900,23.7700,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",50대,남성,0.6700,9.0100,35.3200,38.0000,17.0000,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",60대,남성,1.8000,11.8700,15.4800,40.1900,30.6700,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",70대 이상,남성,1.6200,6.2700,9.2500,54.1600,28.7100,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",20대,여성,3.1600,4.8500,19.2800,44.3900,28.3200,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",30대,여성,0.4400,5.9200,19.9600,41.4400,32.2500,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",40대,여성,0.0000,9.6900,23.5600,38.6800,28.0600,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",50대,여성,1.7100,9.7500,25.8300,46.6800,16.0300,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",60대,여성,1.9500,8.0500,20.6700,48.0500,21.2900,"우열 수용체"
"요즈음 청소년들에게는 더 많은 훈육이 있어야만 한다.",70대 이상,여성,0.4200,10.2400,15.3100,49.9300,24.1000,"우열 수용체"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",20대,남성,7.0100,26.0300,36.7400,19.8900,10.3300,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",30대,남성,9.8000,22.4300,36.0000,23.6800,8.0800,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",40대,남성,4.4400,17.7200,28.8200,34.5500,14.4700,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",50대,남성,2.7100,15.9700,32.3500,34.9900,13.9900,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",60대,남성,4.5800,22.3200,15.5000,38.2800,19.3200,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",70대 이상,남성,2.1000,25.2900,14.5500,39.6500,18.4000,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",20대,여성,7.1900,23.9100,39.3900,24.1600,5.3500,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",30대,여성,4.5400,21.3100,33.1700,27.8900,13.0800,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",40대,여성,3.0900,23.2100,35.8400,29.3500,8.5100,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",50대,여성,4.0700,19.1500,33.4800,30.2500,13.0500,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",60대,여성,5.2900,25.2600,17.7000,33.8700,17.8900,"공감 헤모글로빈"
"모든 사람이 삶에서 동일한 양의 지원을 받아야 한다.",70대 이상,여성,3.3400,20.3600,20.4900,39.4700,16.3300,"공감 헤모글로빈"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",20대,남성,11.9300,23.1200,38.1500,19.0500,7.7600,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",30대,남성,9.7200,17.9000,40.0800,24.2000,8.1000,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",40대,남성,3.6900,18.4400,41.2400,31.8100,4.8300,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",50대,남성,4.3800,14.0300,37.2600,37.3200,7.0100,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",60대,남성,2.6000,10.0900,17.5200,55.2500,14.5400,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",70대 이상,남성,0.9000,8.8000,17.5800,54.9400,17.7800,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",20대,여성,37.7000,18.3900,23.6600,16.6700,3.5900,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",30대,여성,17.5700,26.2900,33.0800,20.8500,2.2200,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",40대,여성,11.1200,31.3100,34.0500,19.6200,3.9000,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",50대,여성,4.6500,18.4400,35.2100,37.9800,3.7200,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",60대,여성,0.6600,10.6700,16.4400,50.5800,21.6500,"정체성 단백"
"일도 좋지만 여성이 우선순위를 둬야하는 것은 가정과 아이들이다.",70대 이상,여성,0.5900,6.2700,14.1100,55.3800,23.6500,"정체성 단백"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",20대,남성,14.9500,13.2200,32.2500,27.9500,11.6300,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",30대,남성,8.5600,12.4000,36.5300,32.7000,9.8100,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",40대,남성,6.6200,10.4000,37.2800,37.9200,7.7700,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",50대,남성,5.7400,8.9700,28.6500,45.2500,11.3900,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",60대,남성,6.3000,23.0000,15.8700,39.6900,15.1400,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",70대 이상,남성,7.9000,19.7300,18.5500,42.8000,11.0200,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",20대,여성,4.0600,9.4400,34.1700,35.7900,16.5400,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",30대,여성,4.9500,7.2600,36.3400,37.4800,13.9700,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",40대,여성,5.0300,7.6700,35.8800,39.0500,12.3700,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",50대,여성,7.0200,12.1200,30.2500,42.2400,8.3700,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",60대,여성,9.5600,19.2100,23.8600,39.2900,8.0800,"공감 헤모글로빈"
"성별·장애·병력·나이·종교·성적 지향 등에 대한 차별을 금지하는 차별금지법은 도입돼야 한다.",70대 이상,여성,5.5600,19.3100,35.4600,34.5000,5.1700,"공감 헤모글로빈"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",20대,남성,32.6800,24.8100,21.4500,14.4100,6.6500,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",30대,남성,29.4600,31.9100,20.3900,15.6800,2.5600,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",40대,남성,16.2500,37.7700,26.6300,16.3700,2.9800,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",50대,남성,14.4100,41.5900,29.3500,12.0200,2.6300,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",60대,남성,19.2400,49.5300,10.7800,17.4500,3.0000,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",70대 이상,남성,10.9400,43.3000,13.3800,27.0900,5.3000,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",20대,여성,19.7300,42.1300,22.3400,13.5900,2.2100,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",30대,여성,22.6400,37.4900,22.2200,13.6600,3.9900,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",40대,여성,16.9300,47.1100,25.1000,8.1400,2.7200,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",50대,여성,16.1000,43.3400,27.1200,10.7300,2.7000,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",60대,여성,16.7800,44.5300,14.3900,18.4300,5.8600,"구조 백혈구"
"모든 사람이 동일한 금액의 돈을 번다면 세상은 더 나은 곳이 될 것이다.",70대 이상,여성,6.4900,31.1900,27.7200,28.1900,6.4100,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",20대,남성,6.5700,24.2900,40.2300,20.1900,8.7200,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",30대,남성,7.2100,23.7000,45.4100,15.2500,8.4200,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",40대,남성,4.0800,29.5500,43.3400,18.5500,4.4800,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",50대,남성,5.0400,32.6900,45.5700,13.3300,3.3700,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",60대,남성,11.2000,49.4800,25.2500,12.0700,1.9900,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",70대 이상,남성,7.1200,46.5800,23.2300,17.7200,5.3500,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",20대,여성,6.2600,18.3100,42.1600,25.1900,8.0700,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",30대,여성,6.8700,23.5300,45.3300,22.0100,2.2500,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",40대,여성,4.2800,23.1200,51.7000,14.6900,6.2000,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",50대,여성,5.3400,30.8700,51.4100,10.3700,2.0200,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",60대,여성,9.2400,51.6300,26.1200,11.7900,1.2100,"구조 백혈구"
"가족보다 개인의 직업적 성공이 더 중요하다.",70대 이상,여성,7.6900,43.7000,27.9700,18.9000,1.7400,"구조 백혈구"
